"","geneID","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"2461","SPAG7",3.87335165213837e-21,-0.267402664475633,0.491,0.562,9.20734421229812e-17
"2462","JAGN1",3.89105821793425e-21,-0.280388833293564,0.376,0.453,9.2494344898515e-17
"2463","NIPBL",3.89984699912325e-21,-0.246056036749635,0.574,0.649,9.27032630161589e-17
"2464","DHX32",3.97384058270757e-21,-0.331956022819739,0.351,0.424,9.44621644915417e-17
"2465","CKS2",3.97691912868704e-21,-0.553412510594755,0.264,0.326,9.45353446080195e-17
"2466","MICU1",4.02970350840154e-21,-0.120621267838584,0.378,0.441,9.5790082098213e-17
"2467","ALG3",4.03579042242962e-21,-0.314942942030787,0.233,0.299,9.59347741315746e-17
"2468","COPS2",4.03840526548542e-21,-0.20343984480989,0.583,0.658,9.59969315658539e-17
"2469","NEDD4L",4.04534572253708e-21,-0.392798200319407,0.322,0.387,9.61619131704289e-17
"2470","MRPL22",4.04914103932214e-21,-0.235012600970336,0.484,0.554,9.62521316457266e-17
"2471","MRPL10",4.13697262476971e-21,-0.463436643541178,0.19,0.257,9.83399762634009e-17
"2472","LAMC2",4.19435408437239e-21,-0.404901626880591,0.346,0.408,9.97039909396162e-17
"2473","NCK1",4.25291051244953e-21,-0.394597648494696,0.249,0.319,1.01095935791438e-16
"2474","PTPMT1",4.40203256609466e-21,-0.292655187946091,0.305,0.374,1.04640716128636e-16
"2475","ITSN2",4.51945361259972e-21,-0.33522805176505,0.299,0.372,1.07431931825108e-16
"2476","HSBP1L1",4.58984758466473e-21,-0.378978000136863,0.34,0.409,1.09105266935065e-16
"2477","ACTR10",4.62786427006121e-21,-0.207839091498472,0.41,0.482,1.10008961563625e-16
"2478","MAP9",4.64851624772703e-21,-0.224684530874916,0.509,0.575,1.10499879724719e-16
"2479","POLR2G",4.6783300843549e-21,-0.131290059054055,0.529,0.604,1.112085844352e-16
"2480","ELMOD2",4.68816712876883e-21,-0.238181658303324,0.249,0.31,1.11442420817964e-16
"2481","INTS14",4.71430087190706e-21,-0.55137232154224,0.12,0.178,1.12063646026103e-16
"2482","MTHFS",4.73823265881319e-21,-0.255827520139233,0.356,0.426,1.12632528532648e-16
"2483","SRSF8",4.80475852658028e-21,-0.379721976318501,0.25,0.321,1.1421391493534e-16
"2484","GTPBP6",4.82486405606783e-21,-0.327734171665466,0.269,0.339,1.14691843476789e-16
"2485","GLG1",4.94446812626231e-21,-0.248693014678451,0.522,0.599,1.17534951829381e-16
"2486","CLPB",5.00452487678696e-21,-0.386800834124098,0.175,0.236,1.18962560846103e-16
"2487","LRRCC1",5.16175297738861e-21,-0.416707245107478,0.208,0.274,1.22700030025505e-16
"2488","CLU",5.27115008812988e-21,-0.13047576132207,0.779,0.837,1.25300508744935e-16
"2489","SCCPDH",5.32177788726063e-21,-0.469069495074522,0.275,0.332,1.26503982158072e-16
"2490","ZNRF3",5.37691473740998e-21,-0.65483780993573,0.092,0.144,1.27814640222973e-16
"2491","LMBRD1",5.44577967583872e-21,-0.292044092188201,0.317,0.387,1.29451628674362e-16
"2492","GIPC1",5.5060114044434e-21,-0.198650662897003,0.399,0.472,1.30883397095024e-16
"2493","NDUFS3",5.5927934664351e-21,-0.161889090550965,0.483,0.556,1.32946293490629e-16
"2494","NTAN1",5.59443290883232e-21,-0.268614606115644,0.35,0.422,1.32985264675853e-16
"2495","TXNL4A",5.62787134949717e-21,-0.204877423879933,0.616,0.694,1.33780129848897e-16
"2496","DNAJB9",5.77604107407565e-21,-0.533365923073903,0.162,0.224,1.37302272371852e-16
"2497","ACAA2",5.88475048436334e-21,-0.435719920688443,0.25,0.314,1.39886403763801e-16
"2498","ADPRHL2",5.90077966911521e-21,-0.392098473570651,0.214,0.284,1.40267433514538e-16
"2499","XIAP",6.19505159653378e-21,-0.167070007509844,0.42,0.49,1.47262571501205e-16
"2500","TOP2B",6.35844985654572e-21,-0.286338161034963,0.459,0.533,1.51146711539948e-16
"2501","TMEM11",6.48296358625209e-21,-0.296987480450893,0.302,0.374,1.54106527408799e-16
"2502","ZDHHC3",6.49120813989407e-21,-0.265928941962561,0.41,0.485,1.54302508693422e-16
"2503","OPN3",6.50323194238543e-21,-0.342948375676256,0.204,0.261,1.54588326502444e-16
"2504","USP38",6.71274252601581e-21,-0.412348849198248,0.182,0.243,1.59568602585922e-16
"2505","UBE2E1",6.81978916487123e-21,-0.308923953176817,0.305,0.376,1.62113208238154e-16
"2506","NOTCH1",6.90429610750568e-21,-0.648272657807418,0.122,0.171,1.64122022771517e-16
"2507","FOXP1",6.96887616297584e-21,-0.261824215824672,0.683,0.748,1.65657155270099e-16
"2508","PMEPA1",7.05906494566363e-21,-0.430570839470246,0.214,0.282,1.6780103282337e-16
"2509","DHX9",7.37637239340563e-21,-0.228263621988476,0.537,0.615,1.75343748163645e-16
"2510","ZC3H13",7.38096008046658e-21,-0.209692225964975,0.636,0.711,1.75452802072771e-16
"2511","AMOTL1",7.54609366735803e-21,-0.496878884561123,0.198,0.241,1.79378192566768e-16
"2512","CC2D1A",7.6582902582549e-21,-0.592732890891343,0.22,0.283,1.82045217728977e-16
"2513","AKIRIN2",7.82952330366731e-21,-0.278402339956878,0.485,0.562,1.86115598451476e-16
"2514","SNHG25",8.03585867239433e-21,-0.821176518655338,0.052,0.094,1.91020396501486e-16
"2515","RBM27",8.08332851690389e-21,-0.180591822282478,0.5,0.573,1.92148802175322e-16
"2516","FUBP1",8.16005964314793e-21,-0.214018517082007,0.506,0.582,1.93972777777269e-16
"2517","SENP6",8.24657362113327e-21,-0.264053481526805,0.489,0.563,1.96029301547959e-16
"2518","ITPR3",8.4116880767945e-21,-0.520211671952896,0.149,0.21,1.99954237273482e-16
"2519","CALCOCO2",8.54763514468891e-21,-0.178185591122376,0.544,0.618,2.031858350244e-16
"2520","ATP2C1",8.61729984133174e-21,-0.291213163884164,0.346,0.418,2.04841834528297e-16
"2521","CXCL17",8.8108800478747e-21,-0.308205221407614,0.445,0.481,2.09443429618029e-16
"2522","PSMF1",8.85706163330677e-21,-0.273119626943919,0.312,0.383,2.10541212085335e-16
"2523","DAP3",8.9363104469681e-21,-0.210311530011114,0.427,0.498,2.12425035634879e-16
"2524","TBC1D9",8.96589871096582e-21,0.156512967543875,0.453,0.497,2.13128378258368e-16
"2525","GIGYF2",8.98309861982822e-21,-0.308500608724453,0.421,0.495,2.13537237291937e-16
"2526","KCNK15",9.06186526419092e-21,-0.389669835151711,0.17,0.213,2.15409599195082e-16
"2527","PMPCB",9.33103900682338e-21,-0.255380670489229,0.424,0.501,2.21808128231199e-16
"2528","PRR15",9.4163993161817e-21,-0.346288925508009,0.191,0.241,2.23837228144955e-16
"2529","C12orf49",9.45630483137691e-21,-0.236917835328607,0.274,0.335,2.2478582214666e-16
"2530","BABAM1",9.85421747411692e-21,-0.246523783639508,0.327,0.397,2.34244603577233e-16
"2531","WIPI2",9.99521597409967e-21,-0.220031397719369,0.387,0.462,2.37596278920323e-16
"2532","SSH2",1.00131249235973e-20,-0.445759239277374,0.162,0.223,2.38021992558832e-16
"2533","CSNK2A2",1.01605754135553e-20,-0.320584685278003,0.349,0.424,2.41527038155623e-16
"2534","CDKN1B",1.01608102884893e-20,-0.346164261901846,0.333,0.4,2.41532621367678e-16
"2535","TUSC1",1.02479534688801e-20,-0.486649449124558,0.174,0.238,2.43604101908748e-16
"2536","MRPL47",1.03538467568703e-20,-0.14755776050299,0.553,0.627,2.46121291257564e-16
"2537","AAMP",1.04531585381992e-20,-0.393207003741942,0.245,0.317,2.48482031611533e-16
"2538","MIA",1.06901488424728e-20,-0.458139035199688,0.594,0.598,2.5411552813442e-16
"2539","PPP1R16A",1.1087784800174e-20,-0.486613789751197,0.207,0.268,2.63567732484935e-16
"2540","ICE1",1.11746476860382e-20,-0.284803747912884,0.383,0.458,2.65632550144815e-16
"2541","MPZL2",1.15289218953991e-20,-0.364202621833468,0.331,0.4,2.74054002375533e-16
"2542","RANBP9",1.18568328315552e-20,-0.262468530287222,0.256,0.317,2.81848773238899e-16
"2543","DDX50",1.19161805652042e-20,-0.30835692220845,0.36,0.436,2.83259528215468e-16
"2544","VPS45",1.19251664366468e-20,-0.332263303134767,0.189,0.248,2.83473131365531e-16
"2545","CELF1",1.19709352077919e-20,-0.221036281763103,0.479,0.554,2.84561100824421e-16
"2546","LAMA5",1.2132991358575e-20,-0.205666757597837,0.262,0.321,2.88413337584685e-16
"2547","TUBG1",1.23864195109694e-20,-0.406510050360722,0.243,0.306,2.94437578195254e-16
"2548","ARSA",1.25889907378647e-20,-0.371957688233094,0.195,0.257,2.99252898829782e-16
"2549","ADI1",1.27310628382197e-20,-0.245532755286107,0.476,0.542,3.0263009472732e-16
"2550","SARNP",1.27775519449562e-20,-0.178221001127027,0.615,0.69,3.03735187283554e-16
"2551","ATP1B1",1.31608847185064e-20,-0.186084940407711,0.738,0.793,3.12847390643615e-16
"2552","ANKIB1",1.33979000204478e-20,-0.251237021596414,0.37,0.445,3.18481481386064e-16
"2553","GNA11",1.35421380717563e-20,-0.429279766265096,0.245,0.313,3.21910164103718e-16
"2554","PMF1",1.37496338412562e-20,-0.273478032969606,0.364,0.435,3.26842546040502e-16
